date,day,word,text,label
20220331,목,한화,"<앵커>증시프리즘 시간입니다.증권부 박찬휘 기자 나왔습니다.박 기자, 오늘 우리 증시부터 정리해 주시죠.<기자>네. 우리 증시는 3거래일 내리 상승 행진을 이어갔습니다.간밤 뉴욕증시가 우크라이나 평화 협상에 대한 낙관론이 약해지면서 하락 마감했는데요.이 여파로 우리 증시는 오늘 하락 출발했지만, 외국인과 기관의 수급이 들어오면서 반등에 성공했습니다.오늘 코스피 지수는 기관의 강한 매수세에 힘입어 0.4% 올라 2,750선에 마감했습니다.종가 기준으로 코스피 지수가 2,750선을 회복한 것은 지난달 10일 이후 33거래일 만입니다.코스닥 지수도 장 초반 빠르게 낙폭을 만회했는데요. 외국인 매수에 힘입어 0.58% 상승했습니다.오늘 시가총액 상위 종목을 살펴보겠습니다.오늘 양 지수가 상승 마감하긴 했지만 시총 상위 종목은 등락이 엇갈렸는데요.코스피는 대장주 삼성전자가 하락 마감한 가운데, SK하이닉스, 삼성바이오로직스 등은 빠졌고, LG에너지솔루션, NAVER, 삼성SDI 등은 상승했습니다.<앵커>오늘 장 체크포인트는 어떤 것이 있나요?<기자>첫 번째는 `외국인이 선택한 종목` 입니다.오늘 외국인이 장 막판까지 순매수하면서 5거래일 만에 매수세로 돌아서나 했지만 오늘도 어김없이 팔아치웠습니다.그런데 매도 행진 속에도 대거 사들인 업종이 있어 체크포인트로 꼽아봤습니다.오늘 외국인은 유가증권시장에서 1,756억 원 순매도했는데요.이런 가운데 외국인 순매수 상위 5개 업종을 보면, 금융업을 900억 원 가까이 가장 많이 사들였고, 그 뒤로 화학, 보험 등이 자리했습니다.이 중 금융과 보험을 주목할 필요가 있습니다.우크라이나 사태에 대한 긴장감이 여전한 가운데, 시장의 관심은 연준의 긴축 속도에 집중되고 있는데요.연준이 거듭 금리 인상을 시사하면서 미 국채금리가 계속 오르고 있고 이에 따라 국내 금융주와 보험주에도 자금이 몰리고 있습니다.오늘 한화손해보험이 6% 급등했고, 삼성화재와 현대해상도 강세를 보였습니다.금융주와 보험주는 연준이 물가 상승 억제를 목적으로 올해 강도 높은 긴축을 예고하고 있는 만큼 당분간 상승 모멘텀은 지속될 것으로 전망됩니다.두 번째는 `주주총회 이모저모`입니다.오늘도 많은 주주총회가 열렸는데요. 그 중 SM엔터, KT 주총에 이목이 집중됐습니다.SM엔터는 오늘 주총에서 감사 선임 건을 두고 최대주주인 이수만 총괄 프로듀서와 행동주의펀드인 얼라인파트너스 간 표 대결을 예고했었는데요.결국 얼라인 측의 승리로 끝났습니다.이 소식에 주총 결과 발표를 앞두고 보합권에서 움직이던 에스엠 주가는 결과 발표 이후 7%까지 급등했는데요. 이후 상승분을 반납하고 2.5% 상승 마감했습니다.한편 KT는 이번 주총을 통해 횡령혐의를 받고 있는 박종욱 대표의 자진 사퇴 소식을 전했는데요.여기에 통신사에서 디지털 플랫폼 회사로의 전환 계획도 발표하며 장 초반부터 주가가 강세를 보였습니다. 오늘 장 3.78% 상승 마감했습니다.<앵커>두 기업의 주총 내용에 대해서는 잠시 뒤 심층분석에서 자세히 살펴보도록 하겠습니다.이렇게 오늘 장 특징주 살펴봤는데요. 그렇다면 내일 투자자들이 주목해볼 만한 이슈로는 어떤 것이 있을까요?<기자>첫 번째는 `한국 수출입 통계` 입니다.수출입 통계는 우리 증시와 높은 호응을 보인다는 점에서 주목할 필요가 있는데요.수출이 늘어났을 때 코스피 지수도 강세를 보였기 때문입니다.두 번째는 `외국인 수급 동향`입니다.외국인이 오늘까지 5거래일 내리 팔아치우면서 내일은 유입이 들어올지 살펴봐야 합니다.박소연 신영증권 연구원은 ""오늘 외국인 투자자가 선물을 5천계약 넘게 사들였기 때문에 단기적으로 선물 방향성이 중요하다""고 설명했습니다.내일 외국인 투자자 포지션이 어떻게 될지 지켜볼 필요가 있습니다.이런 가운데 증권가에서는 4월 코스피 예상밴드 구간을 2,570∼2,950선 안팎에서 움직일 것으로 전망했습니다.<앵커>잘 들었습니다. 증시프리즘, 박찬휘 기자였습니다.",0
20220331,목,한화,"개인들이 3월 한 달간 삼성전자의 주식을 3조6000억원어치 사들인 것으로 나타났다. 지난 1월 코스피에서 약 1조4000억원에 달하는 순매수를 기록한 개인의 순매수세가 올해 1·4분기 지속되면서 제2의 동학개미운동이 본격화됐다는 분석도 나온다. 다만 개인의 대량 순매수세에도 삼성전자의 주가는 경영진의 블록딜 여파로 7만원선 아래서 거래되는 등 지지부진한 흐름을 이어가고 있어 신중한 투자가 요구된다는 목소리도 있다.3월31일 한국거래소에 따르면 개인은 이날 종가 기준으로 유가증권 시장에서 최근 한 달간 6조4988억원의 순매수 대금을 기록했다. 같은 기간 외국인은 5조1191억원, 기관은 1조5992억원어치를 팔아치웠다.코스피는 개인 순매수세에 힘입어 지난달 2.16% 올랐다. 지난 2월 28일 2699.18이던 지수는 3월31일 현재 2757.65까지 상승했다.연초부터 매달 매수 우위를 보이고 있는 개인은 올해 들어 코스피에서만 11조3569억원에 달하는 순매수세를 기록 중이다. 코스닥 시장 역시 개인 순매수 대금이 1~3월 3조5175억원으로 외국인(-2조4854억원), 기관(-6223억원) 대비 매수세를 유지하고 있다.종목별로 보면 개인은 3월 한 달간 삼성전자의 주식을 3조8216억원어치 사들이며 전체 시장에서 가장 많이 사들였다. 개인 코스피 총 순매수 금액의 두 배 가까운 금액이 삼성전자에 쏠린 것이다.증권업계는 삼성전자의 1·4분기 실적이 양호할 것으로 예상된다면서도 파운드리와 스마트폰 사업 관련 투자자들의 우려를 해소해야 할 중장기 전략이 필요하다고 전망했다. 아울러 홍라희 전 리움미술관장이 블록딜 방식으로 처분한 보통주 1994만1860주의 공백과 최근 지속된 외국인 순매도세의 지속 여부가 향후 주가에 영향을 미칠 것이라고 전망했다.삼성전자는 지난달 29일 종가 기준 7만200원에 거래를 마치며 4거래일만에 7만원선을 회복했지만 최근 이틀 연속 하락하며 다시 7만원선 밑으로 거래를 마친 상태다. 외국인은 지난달 25일부터 5거래일 연속 삼성전자의 주식 8965억원어치를 팔아치웠다.이순학 한화투자증권 연구원은 삼성전자에 대해 투자의견 매수, 목표주가 11만원을 유지하고 ""실적에 대한 우려보다 파운드리 수율, 갤럭시S22의 게임 옵티마이징 서비스(GOS) 이슈 부각 등이 주가에 부정적으로 반영됐다""면서 ""실적 턴어라운드가 가시화되고 있는 상황에서 부정적인 이슈를 타개할 수 있는 모멘텀이 형성된다면 투자자들의 관심은 높아질 것""이라고 판단했다.",0
20220331,목,한화,"◆ 레이더M ◆회사채 전통 강자인 KB증권이 주식발행시장(ECM)에서도 존재감을 키우고 있다. 역대 최대 규모 상장 공모였던 'LG에너지솔루션'을 대표 주관하며 1분기 선두 자리에 올랐다. 부채자본시장(DCM)에선 NH투자증권이 1위를 차지했다.31일 매일경제 레이더M에 따르면 KB증권은 연초 이후 ECM에서 약 3조2808억원 규모(3월 30일 기준) 거래를 대표로 주관했다. 이는 2위에 오른 모건스탠리(2조8687억원)보다 약 4121억원 많은 규모다. 모건스탠리가 ECM 부문에서 수위권을 차지한 것은 이번이 처음이다. 두 회사 모두 LG에너지솔루션의 상장 대표 주관사다. 삼성전자에 이은 시가총액 2위 회사의 증시 입성을 도우며 전례 없는 기록을 남겼다. 3, 4위를 나란히 차지한 대신증권(1조4576억원)과 신한금융투자(1조4329억원)도 LG에너지솔루션의 공동 주관사로 참여했다. 나란히 5위에 오른 뱅크오브아메리카증권·골드만삭스·씨티그룹글로벌마켓증권(1조4025억원) 역시 마찬가지였다. LG에너지솔루션 거래에 참여했는지가 순위를 결정지은 것이다.역대급 대어의 상장으로 올해 ECM 왕좌 자리는 KB증권이 유력하게 됐다. 투자은행(IB) 업계에서도 KB증권이 큰 이변이 없는 한 연말까지 1위 자리를 지킬 것으로 보고 있다. 2~5위 자리는 조 단위 주자들의 상장 여부에 따라 요동칠 전망이다. 2분기부턴 SK쉴더스와 원스토어, 쏘카, 컬리, 현대오일뱅크 등이 상장을 준비 중이다.DCM에선 NH투자증권이 KB증권을 근소하게 제치고 1위에 올랐다. 올해 들어 석 달 동안 7조4082억원 규모를 주관했는데, KB증권(7조3854억원)과의 격차는 228억원에 불과하다. 통상 대기업 그룹사의 공모 회사채 발행 규모는 최소 1000억원 수준이다. 두 회사 간 주관 금액 차이가 사실상 없다고 봐도 무방한 것이다. NH투자증권은 SK·현대차·한화·현대중공업·신세계·롯데그룹 등 다양한 대기업의 회사채 발행 작업을 도왔다. 미래에셋증권과 미래에셋자산운용 등 미래에셋그룹의 자금 조달 파트너로 부각된 점도 눈에 띈다. 3위는 4조1145억원 규모를 주관한 한국투자증권의 몫이었다. 부채자본 분야에선 수년 동안 빅3(KB·NH·한투) 체제가 계속해서 이어져 왔다. 빅3의 합산 점유율은 60%에 육박한다.",0
20220331,목,한화,"삼성전자·SK하이닉스…코스피 대장주는 하락하고코스닥 LX세미콘 등 급등2분기부터 메모리반도체수요 회복 기대감 커져최근 유가증권시장(코스피)에서 반도체와 디스플레이 등 대형 정보기술(IT) 업종 주가가 지지부진한 흐름을 보이는 가운데, 코스닥에 상장된 중소형 IT 종목은 20%대 급등세를 보인 것으로 나타났다. 경기 둔화 우려 등으로 대형 IT주에 대한 투자심리가 위축되면서 낙폭이 컸던 코스닥 성장주에 저가 매수세가 몰린 것으로 분석된다.31일 한국거래소에 따르면 3월 들어 코스피에서 시가총액 상위 대형 IT 업종인 삼성전자(-3.47%), SK하이닉스(-4.45%), LG전자(-2.43%) 등은 하락 마감했다. 같은 기간 코스피200 정보기술 업종지수는 0.43% 상승해 강보합에 머물렀다.이 같은 대형 IT 업종의 부진은 러시아와 우크라이나 간 지정학적 리스크로 인해 유럽 내 IT 수요가 둔화하고 인플레이션에 따른 소비 감소 우려가 커진 여파로 풀이된다. 특히 올해 초 낙폭이 컸던 삼성SDI, 일진머티리얼즈 등 2차전지주들이 반등에 성공한 것과 달리 반도체 대장주들은 쉽게 올라가지 못하는 상황이다. 이승우 유진투자증권 연구원은 ""3월 초 러시아 제재 강화로 인한 원자재 가격 급상승과 인플레이션 우려, 그리고 이에 따른 하반기 수요 둔화 염려로 세계 IT 업체들의 주가에 악영향을 미쳤다""며 ""이달 중후반 들어 낙폭 과대 인식으로 엔비디아와 인텔 등 미국 반도체주는 강세를 보였으나 국내 메모리 반도체 기업들은 반등에서 소외됐다""고 설명했다.경기 둔화 우려와 외국인투자자의 순매도 기조도 대형 IT 업종의 상대적 약세를 부추기고 있는 것으로 보인다. 이경민 대신증권 투자전략팀장은 ""최근 코스피가 3거래일째 연속 반등세를 이어가고 있지만 2760선 돌파 및 안착 과정에서 반도체, 인터넷 등 2720선 회복의 주역들은 약세를 보이고 있다""며 ""투자심리와 수급 변화에 일희일비하는 흐름 속에서 펀더멘털(기초체력) 동력이 증시 상승을 이끌고 주도하기엔 아직 힘이 부족하다""고 분석했다.반면 코스닥에선 LX세미콘(27.46%), 비에이치(26.75%), 넥스틴(23.42%)과 같은 IT 업종이 높은 수익률을 기록했다. 덕산네오룩스, 이녹스첨단소재 등 OLED 관련주도 주요 가전 업체들의 OLED TV 출시 소식에 강세를 보였다. 이 같은 반도체 소재·부품과 디스플레이 관련 중소형주의 상승에 힘입어 코스닥150 정보기술 업종지수는 한 달간 10.39% 올랐다.코스피에 비해 코스닥 IT 업종이 상대적으로 선전한 원인으로는 올 초 과도한 낙폭에 따른 반등과 미국 시장에서 성장주가 강세를 보인 점이 꼽힌다. 올 초 '천스닥'으로 시작했던 코스닥은 코스피보다 큰 조정을 받으며 800대까지 가파르게 하락했다. 지난 15일 이후 서서히 반등하기 시작해 17일 900선을 회복했고, 3월 들어 7.2%의 상승폭을 보였다.한편 1분기 실적 호조가 기대되는 코스피 IT 업종에 대해서도 증권사들의 투자의견과 주가 전망은 긍정적이다. 권성률 DB금융투자 연구원은 ""반도체 패키지 기판 업체의 호황은 삼성전기 패키지 솔루션, LG이노텍 반도체 패키지, 대덕전자의 실적으로 뚜렷하게 반영되고 있다""며 ""보수적으로 업황을 보더라도 IT 업종의 주가는 LG이노텍을 제외하고 대부분 저가 수준까지 내려와 이 가격대에서 팔기보다는 1분기 실적 시즌을 모멘텀으로 한 '보텀 피싱(최저가 매수 기회)' 전략이 필요하다""고 조언했다. 올해 2분기부터는 메모리 반도체 수요 회복에 힘입어 반도체 대장주들의 주가도 상승 동력을 얻을 것이란 분석이 나온다. 이순학 한화투자증권 연구원은 ""2분기부터 D램과 낸드플래시 가격이 동반 상승할 것으로 판단하고 3분기까지 메모리 가격이 무난하게 상승할 것으로 예상된다""며 ""삼성전자는 올해 예상 실적 전망치가 상향되고 있는 만큼 밸류에이션(가치평가) 매력 관점에서 접근해야 한다""고 말했다.",0
20220331,목,한화,◇넥스틴=SK하이닉스와 100억원 규모 공급 계약 체결.◇유앤아이=각자대표를 김정욱·한천수로 변경.◇엔텔스=SK텔레콤에서 60억원 규모 용역 수주.◇제노코=한화시스템과 100억원 규모 계약 체결.,0
20220331,목,한화,"우주항공산업·MZ소비 상품 등미래성·특색있는 ETF 증가 추세자료=한국거래소국내 상장지수펀드(ETF) 시장을 둘러싼 자산운용사들의 경쟁이 심화되고 있다. 선제적으로 패시브 ETF에 대해 선점한 영역에서 벗어나 이색 테마형 ETF를 출시하면서 점유율 확대에 나서는 움직이 일어나고 있다.31일 금융투자업계에 따르면 최근 한화자산운용과 한국투자밸류자산운용은 각각 우주항공, MZ소비와 관련한 '최초 ETF'를 상장시켰다.한화자산운용이 선보인 우주항공 ETF는 'ARIRANG iSelect 우주항공&UAM' ETF는 한국형 발사체, 우주관련 기기제작 등의 우주항공산업 종목을 주로 담는 상품이다. 또한 차세대 교통체계로 미래형 도시교통수단으로 각광받는 도심항공모빌리티(UAM)에 함께 투자하게 된다. 주요 종목으로는 한화에어로스페이스, 한국항공우주, 한화시스템, LIG넥스원 등을 담고 있다.한화자산운용은 올 들어서만 글로벌 희토류, 수소 관련한 등 테마형 ETF 출시를 이어왔다.한화투자밸류자산운용이 선보인 'VITA MZ소비 액티브 ETF'는 MZ세대(1980~2000년대생) 소비 트렌드 관련한 ETF 상품이다. MZ세대가 주력으로 소비하는 기업을 선별해 집중적으로 투자한다. 포트폴리오는 LG생활건강, 네이버, 펄어비스 등 소비 관련 키워드로 점수를 부여해 투자 종목을 선정한다.두 ETF뿐 아니라 지난해부터 꾸준하게 테마형 ETF 상장에 대한 자산운용사들의 관심이 높다. 코스피 지수를 추종하는 등의 ETF 시장에서는 기존에 선점한 대형사이 견고한 상황에서 새로운 투자처를 노리는 투자자들의 니즈를 빠르게 포착해 이들의 수요를 흡수하겠다는 전략이다.한 자산운용사 관계자는 ""최근 증시 변동성이 심화하면서 개별 종목에 투자하기는 어렵지만, 분산투자의 장점이 있는 ETF를 통한 투자 수요는 여전히 높다""며 ""미래성이 높은 산업을 선별해 특색있는 ETF를 출시하는 움직임이 이어지고 있다""고 설명했다.더불어 키움투자자산운용은 이달 초 ESG채권에 투자하는 '히어로즈 단기채권 ESG 액티브 ETF'를 출시했다. ESG채권 중에서도 단기채권에 집중투자해 변동성 영향을 최소화해 ESG채권 투자효과를 극대화하는 것이 특징이다.자산운용사들의 특색있는 ETF 출시 속에서 상장 종목수는 꾸준하게 증가하는 추세다. 지난 2012년까지만 하더라도 135개에 불과했지만, 이후 2016년 256개, 2017년 325개, 2021년 533개를 돌파한 이후 지난 2월까지 총 546개 ETF가 한국거래소를 통해 거래가 이뤄지고 있다. 또한 지난달 기준 국내 상장 ETF의 순자산가치총액은 71조8951억원으로 2020년(52조365억원)보다도 38% 가량 급성장했다.",0
20220331,목,한화,"2월10일 이후 첫 2750선…외국인 닷새째 순매도2차전지·손해보험 강세…코스닥 0.58% 상승© News1 김초희 디자이너(서울=뉴스1) 황두현 기자 = 코스피지수가 사흘째 상승하며 한 달반 만에 2750선을 회복했다. 러시아의 정전 제안과 국제유가 하락이 증시에 긍정적으로 작용했다. 외국인이 닷새째 매도세를 이어갔지만 기관이 주식을 사들이며 지수를 끌어올렸다.삼성SDI는 전날에 이어 상승세를 이어갔다. LG에너지솔루션, SK이노베이션은 상승했고 삼성전자, SK하이닉스는 하락했다. 지급 심사 강화로 실적 개선 기대감이 커진 삼성화재, 한화손해보험 등 보험주는 일제히 상승했다.31일 코스피는 전날 대비 10.91포인트(0.40%) 상승한 2757.65로 거래를 마쳤다. 지수 종가가 2750선을 넘은 건 2월10일(2771.93) 이후 처음이다.기관은 1934억원 순매수하며 지수를 끌어올렸다. 개인은 151억원 순매도했다. 장 초반부터 매수세를 이어간 외국인은 오후 들어 매도세로 돌아서며 1751억원을 내다 팔았다. 다만 선물시장에서 5414억원을 사들였다.간밤 뉴욕 증시 하락에도 불구하고 이날 오전 러시아가 민간인 대피용 인도주의적 통로 설정을 위해 마리우폴 지역에 일시적인 정전을 제안한 점, 바이든 행정부가 전략비축유 방출을 검토하고 있다는 소식에 원유 선물 가격이 하락한 점이 증시에 우호적으로 작용했다.이경민 대신증권 연구원은 다만 ""우크라이나 러시아 간 평화 협상 진전에 대한 의구심이 여전한 가운데 기대심리에 의존한 글로벌 증시 반등이 부담되는 상황에서 코스피 추가 상승은 제한되고 있다""고 설명했다.코스피 시가총액 상위 10개 종목 중 LG화학(1.33%), NAVER(0.44%), LG에너지솔루션(0.34%) 등은 상승했다. SK하이닉스(-2.48%), 삼성바이오로직스(-2.01%), 삼성전자우(-0.79%), 삼성전자(-0.43%), 현대차(-0.28%) 등은 하락했다.삼성SDI는 전날(3.51%)에 이어 이날(6.24%)도 상승세를 이어갔다. 원통형 전지 수요 증가와 1분기 실적 호조 기대감이 반영되며 SK이노베이션(1.65%) 등 2차전지 관련주가 일제히 상승했다.삼성화재(5.54%), 한화손해보험(6.01%) 등 손해보험주도 상승 폭이 컸다. 2월 자동차보험 손해율이 예상보다 낮게 집계되고 과잉진료 차단을 위한 보험금 지급심사 기준 강화에 따른 실적 개선 기대감이 더해졌다.상승 업종은 보험(3.05%), 통신업(2.03%), 은행(1.92%), 섬유의복(1.61%), 화학(1.30%) 등이다. 하락 업종은 의료정밀(-2.32%), 의약품(-1.23%), 전기전자(-0.01%), 종이목재(0.00%), 운수창고(+0.11%) 등이다.코스닥은 전날 대비 5.46p(0.58%) 상승한 944.53로 거래를 마쳤다.기관은 4억원, 외국인은 1336억원 각각 순매수했다. 개인은 1274억원 순매도했다.코스닥 시가총액 상위 10개 종목 중 엘앤에프(6.31%), 위메이드(3.5%), 에코프로비엠(2.37%), CJ ENM(1.86%), HLB(1.83%), 천보(1.47%) 등은 상승했다. 펄어비스(-2.07%), 셀트리온제약(-1.31%), 셀트리온헬스케어(-1.22%), 카카오게임즈(-0.51%) 등은 하락했다.상승 업종은 통신장비(3.48%), 기타 제조(2.43%), 종이·목재(1.98%), 일반전기전자(1.67%), 컴퓨터서비스(1.39%) 등이다. 하락 업종은 디지털컨텐츠(-0.63%), 제약(-0.55%), 출판·매체복제(-0.36%), 유통(-0.26%), IT S/W & 서비스(-0.13%) 등이다.서울외환시장에서 달러·원 환율은 전날보다 2.5원 오른 1212.1원에 거래되고 있다.",0
20220331,목,한화,"백내장 수술[게티이미지뱅크 제공](서울=연합뉴스) 이미령 기자 = 백내장 수술 등에 대한 보험금 지급 기준 강화 소식에 31일 국내 증시에서 손해보험사들의 주가가 나란히 상승했다.이날 유가증권시장에서 한화손해보험은 전날보다 6.01% 오른 5천30원에 거래를 마쳤다.삼성화재(5.54%), 현대해상(4.21%), 메리츠화재(3.94%), 삼성화재우(3.13%), 흥국화재(2.79%), DB손해보험(2.04%) 등도 일제히 상승했다.다음 달부터 백내장 수술에 대한 실손보험 보험금 지급 기준이 깐깐해지는 데다 이에 도수치료 등 다른 비급여 항목과 관련해서도 보험금 누수 억제 조치가 확대될 것이란 기대가 반영된 것으로 풀이된다.보험업계는 세극등현미경검사 결과 백내장으로 확인되는 경우에만 인공수정체수술 보험금을 지급하는 보험금 심사 기준을 다음 달부터 시행한다.또 금융당국과 보험업계의 실손보험 비급여 누수 방지 태스크포스는 백내장뿐만 아니라 도수치료와 주사제 등 과잉진료 우려가 큰 다양한 비급여 항목의 심사 강화방안을 협의해 시행할 계획이다.전배승 이베스트투자증권 연구원은 ""보험금 누수가 가장 심했던 백내장 수술에 대한 심사기준 강화로 도수치료, 주사제 등 과잉진료와 부당청구 문제가 제기되고 있는 다른 비급여 항목과 관련해서도 긍정적 변화를 기대해볼 수 있다""고 밝혔다.이어 ""차기 정부에서 건강보험 강화 방침은 이어가되 비급여의 무분별한 급여화에 대한 비판적 인식을 기반으로 과잉진료 억제, 실손요율 자율성 제고 등의 조치가 병행될 가능성이 있다는 점 역시 긍정적""이라고 덧붙였다.already@yna.co.kr",0
20220331,목,한화,"삼성SDI·엘앤에프 등 6%대 강세코스피지수가 지정학적 리스크 완화 기대감에 소폭 상승했다. 보험업종과 2차전지업종이 강세를 보였다.31일 코스피는 전일 대비 10.91포인트(0.40%) 오른 2757.65로 장을 마쳤다.기관이 1천933억원을 순매수한 반면 외국인과 개인은 각각 1천756억원, 151억원을 순매도했다.[사진=조은수 기자]외국인은 삼성SDI, 삼성화재, 네이버 등을 사들이고 삼성전자, SK하이닉스, 삼성전자우선주, HMM 등을 팔았다. 기관은 삼성SDI, LG에너지솔루션, 신한지주 등을 담고 두산중공업, SK하이닉스, LG이노텍 등을 덜어냈다.김석환 미래에셋증권 연구원은 ""러시아가 민간인 대피를 위해 우크라이나 마리우폴 지역 일시적 정전을 제안했다는 소식과 미국이 국가비축유 방출을 고려한다는 소식에 국제 유가가 하락한 점이 국내 증시 상승에 긍정적으로 작용했다""며 ""다만 오후장 들어 코스피에서 외국인이 매도로 전환하며 상승폭이 일부 축소됐다""고 분석했다.대형주 중에선 삼성SDI가 6% 이상 올랐다. SK이노베이션, LG에너지솔루션, LG화학 등 2차전지 관련주도 상승 마감했다. 원통형 전지 수요 증가와 1분기 실적 호조 기대감 등이 반영됐다는 분석이 나온다.손해보험주가 과잉진료 차단을 위한 보험금 지급 심사 기준이 강화된다는 소식에 동반 강세를 보였다. 한화손해보험, 삼성화재 등이 5~6%대로 올랐고 현대해상, 메리츠화재, 흥국화재 등도 오름세를 나타냈다.반면 SK하이닉스, 삼성전자 등 전기전자 업종은 TSMC의 전자기기 수요 둔화 언급에 따라 필라델피아 반도체지수와 하락 동조화하는 모습을 나타냈다. 대형주 중 삼성바이오로직스, 셀트리온 등도 하락했다.업종별로는 보험업, 통신업, 은행 등은 오른 반면 의료정밀, 의약품, 전기전자 등은 내렸다.코스닥지수는 전일보다 5.46포인트(0.58%) 상승한 944.53으로 마감했다.외국인이 1천336억원, 기관이 3억원을 사들인 반면 개인은 1천273억원을 팔았다.외국인은 엘앤에프, 위메이드, 에치에프알 등을 담고 펄어비스, 셀트리온헬스케어, 카카오게임즈 등을 덜어냈다. 기관은 엘앤에프, 천보, 코나아이 등을 순매수하고 컴투스홀딩스, 컴투스, 카카오게임즈 등을 순매도했다.시가총액 상위종목 중 엘앤에프가 6% 이상 오르며 강세를 지속했고 에코프로비엠, 천보 등도 상승했다. 위메이드, HLB, LX세미콘 등도 올랐다. 반면 펄어비스, 셀트리온제약, 셀트리온헬스케어 등은 내렸다.업종별로 통신장비, 기타제조, IT부품 등은 오른 반면 디지털, 제약, 출판매체 등은 내렸다.이날 서울 외환시장에서 원/달러 환율은 전일 대비 2.5원(0.21%) 오른 1천212.1원으로 거래를 마쳤다.",0
20220331,목,한화,"[이데일리 안혜신 기자] 마이더스AI(222810)는 미국 카나비스(마리화나) 판매와 유통을 위한 리테일샵과 딜리버리 업체 인수를 위한 평가가 순항 중이며 추가적으로 재배시설과 추출시설의 보완 및 확충을 통해 성장성을 지속 확대할 계획이라고 31일 밝혔다.마이더스AI는 지난해 미국 캘리포니아 로스앤젤레스(LA)에서 카나비스 재배, 제조 및 유통에 대해 승인을 받아 의료용 및 기호용 합법적 라이선스를 보유중인 ‘멜로즈패실리리매니지먼트(MFM)’의 지분 51% 인수한 바 있다.2021년 결산기준 MFM의 매출실적은 약 6000만달러로 전년 대비 약 340% 증가했을 뿐 아니라, 순이익 또한 흑자 전환에 성공했다.마이더스AI는 미국 현지 법인 MFM을 중심으로 제조-판매-유통의 카나비스 관련 밸류체인을 내재화해 관련 사업을 진행할 계획이다. 이를 위해 마이더스AI는 지난해 말 LA에 소재한 카나비스 판매점 쿠쉬(KUSH)와 온·오프라인 유통을 위한 카나비스 상품 딜리버리 전문기업 버즈델리 두 곳을 인수하기 위한 양해각서(MOU)를 체결해 실사를 진행 중이다.지난해 미국 내 카나비스 사업규모는 183억 달러(한화 약 22조 원)로 연평균 6.5%의 성장률을 보이고 있다. 또 내달 중 미 하원에서 연방 차원의 대마(마리화나) 합법화를 허용하는 법안 표결이 진행될 예정이다.마이더스AI 관계자는 “최근 미국뿐 아니라 국내에서도 산업용 대마에 대한 규제가 완화 움직임이 보이며 마이더스AI에 더욱 우호적이 환경이 조성되고 있다”며 “마이더스AI는 카나비스의 모든 사업영역에서 자체 밸류체인을 갖추게 될 유일한 한국 기업인 만큼 향후 국내 시장의 선점에 큰 바탕이 될 것”이라고 말했다.",0
