date,day,word,text
20220328,월,한화,"[기술특례상장 실적 뻥튀기]◆2018~2020년 코스닥 입성 65곳 분석한국투자證 주관 18곳 가장 많아[서울경제]2005년 도입된 코스닥 기술특례상장제도는 영업실적은 저조하지만 기술력과 성장성을 갖춘 기업에 전문 평가 기관의 기술평가를 통해 증권시장에 입성할 수 있도록 한 제도다. 당장 영업이익을 올리고 있지 못하더라도 기술력만 확실하다면 이를 담보로 공모 시장에서 자금을 조달해 성장할 수 있는 기회를 벤처기업들에 제공한다는 취지로 도입됐다.기술특례상장의 최고 수혜 대상은 바이오 기업이다. 신약 개발 등 기술 개발에 오랜 시간과 대규모 자금이 필요하기 때문이다. 실제 2005년부터 2013년까지 기술특례를 이용해 증시에 안착한 기업은 총 13개사이며 이들 모두 바이오 업체였다.서울경제가 2018년부터 2020년까지 3년간 기술특례상장을 이용한 기업 수를 조사한 결과 65개 업체로 나타났으며 이 중 신약 개발 및 의료 장비, 진단 등 바이오 관련 사업을 주력으로 하거나 신사업으로 두고 있는 곳은 45개사로 바이오 산업이 여전히 높은 비율(69.2%)을 차지했다. 최근 반도체·메타버스 관련 기업들로 기술특례상장이 확산되고 있지만 여전히 ‘기술특례=바이오’라는 인식이 지배적일 만큼 높은 비중을 보였다.기술특례상장기업을 가장 많이 배출한 대표 증권사는 단연 한국투자증권이었다. 본지 조사 결과 3년간 65개 특례기업 중 18곳을 한국투자증권이 코스닥에 올렸으며 키움증권은 9곳, 미래에셋증권은 8곳을 상장시켰다. 다음으로 △대신증권 7곳 △KB증권·삼성증권 6곳 △하나금융투자 4곳 △NH투자증권 3곳 △DB금융투자·신영증권 2곳 △신한금융투자·교보증권·SK증권·한화투자증권 1곳 등으로 나타났다. 기술특례상장을 선도했다고 할 수 있는 한국투자증권이 코스닥에 입성시킨 18개 업체 중 상장 당시 제시한 지난해 실적 전망치를 충족한 곳은 단 하나도 없었다."
20220328,월,한화,"KB 원유ETF 이달 8% 상승한화 수소ETF도 10% 올라대표적인 전통 에너지원인 원유에 투자하는 상장지수펀드(ETF)와 대체재로 꼽히는 친환경 에너지 관련주에 투자하는 ETF가 최근 동반 상승하고 있다. 현재 에너지 가격이 폭등하면서 미래에 이를 대체할 수 있는 신재생에너지가 각광받고 관련 기업 주가를 끌어올리는 연쇄 작용이 일어나고 있는 것이다.28일 한국거래소에 따르면 전 세계 수소 관련주에 투자해 친환경 상품으로 꼽히는 아리랑(ARIRANG) 글로벌수소&차세대연료전지MV ETF는 이달 2~25일 10% 상승세를 기록했다.이뿐만 아니라 친환경 관련주에 투자하는 ETF가 전반적으로 강세를 보이고 있다. 킨덱스(KINDEX) 미국친환경그린테마INDXX ETF 역시 이달 들어 10% 올랐고, KBSTAR 글로벌수소경제Indxx ETF 역시 9% 상승했다. 글로벌수소&차세대연료전지MV ETF는 수소 생산, 수송, 충전, 활용 기업 등 매출의 절반 이상을 수소에너지와 연료전지 사업을 통해 거둬들이고 있는 기업 등을 편입한다. 편입 비중이 가장 높은 플러그파워는 두 달 새 주가가 43% 올랐다.안영진 SK증권 연구원은 ""유럽연합(EU)의 러시아산 천연가스 의존도가 45%를 넘고 석탄과 석유의 러시아 의존도 또한 매우 높다""며 ""EU는 러시아산 에너지 의존도를 낮추기 위해 친환경 에너지로의 전환 시점을 앞당길 계획을 수립했다""고 설명했다.EU는 올해 말까지 러시아산 가스 의존도를 기존 대비 3분의 2 수준까지 낮추고, 2027년까지 러시아산 화석연료 의존도를 대폭 낮추겠다는 계획이다.이와 동시에 최근 원유 가격 급등세를 등에 업고 원유 선물과 원유 생산 기업에 투자하는 ETF 역시 강세를 보이고 있다. 투자자로서는 대척점에 있는 자산을 모두 눈여겨봐야 하는 상황이 펼쳐진 것이다. 일례로 KBSTAR 미국S&P원유생산기업 ETF는 이달 들어 8%가량 올랐다. 원유 선물에 투자하는 대표 ETF인 코덱스(KODEX) WTI원유선물(H) ETF 역시 8% 상승했다. 김성근 한국투자증권 연구원은 ""미국과 유럽은 원유 확보에 주력하고 있지만 중동과 미국 내 빠른 증산은 어려운 상황""이라며 ""러시아산 원유를 대체할 공급원이 마땅치 않다""고 내다봤다.한편 개인투자자들은 최근 원유 하락에 베팅하고 있어 이에 따른 손실도 커지고 있다. KODEX WTI원유선물인버스(H) ETF 가격은 11%가량 하락했다."
20220328,월,한화,"목표 수익률 年4~5% 제시공모펀드·ETF로 자산배분KB·미래·한투·한화 4파전NH·삼성 신상품으로 맞불DB형 퇴직연금 기업 호응7월 디폴트옵션 시행되면DC 가입자 선택 가능성도자산운용사가 정부와 기업, 대학 등에 쌓은 기금을 맡아 대신 운용해주는 외부위탁운용관리(OCIO) 모델을 적용한 공모펀드에 투자자들의 관심이 쏠리고 있다. 연초 국내 주식이나 미국 주식에 직접 투자한 경우 대부분 큰 손실을 보고 있어 운용사가 내 자금을 국민연금처럼 운용해 연 4~5%의 수익률을 올려주는 'OCIO 펀드'가 그 어느 때보다 매력적이라는 평가가 나온다.28일 펀드평가사 에프앤가이드에 따르면 현재 OCIO펀드는 태동기로 KB·미래에셋·한국투자·한화 등 4개 운용사가 시장을 선도하고 있다. 특히 KB자산운용은 목표수익률이 4%인 안정형과 5%인 성장형 등 2개의 OCIO펀드를 운용하며 연초 순자산 2000억원을 돌파하는 등 가장 앞서나가고 있다는 평가를 받는다.홍준 KB자산운용 OCIO본부 실장은 ""OCIO펀드는 전략적 자산배분과 전술적 자산배분, 리밸런싱, 성과평가 등 연기금 운용 프로세스를 적용하고 있다""며 ""확정급여(DB)형 퇴직연금 적립금 운용을 원하는 기업들의 호응이 좋아 추가 상품 출시도 검토 중""이라고 말했다. 홍 실장에 따르면 KB자산운용 OCIO펀드 원금 대부분은 기업의 DB 적립금이지만 최근에는 퇴직연금으로 투자하는 사례도 늘어나고 있다. 연 1~2% 수준인 연금 수익률을 2배 이상 안정적으로 올릴 수 있는 상품이라는 인식이 확산되고 있기 때문이다.한국투자신탁운용의 '한국투자OCIO알아서펀드'도 공모펀드 형태로 개인투자자들의 소액·적립 투자가 가능한 상품이다. 이 펀드는 대표적인 OCIO펀드 중 현재 유일하게 6개월 수익률이 플러스(0.02%)를 기록 중이고, 3개월·연초 이후 수익률도 가장 앞서고 있다. 한투운용 관계자는 ""다음달부터 근로자 300인 이상 기업에 퇴직연금 적립금운용계획서(IPS) 도입과 운용위원회 설치가 의무화되는 만큼 퇴직연금 DB 적립금을 OCIO 형태로 운용할 수 있는 펀드로 투자를 고려하는 기업들에 큰 도움을 줄 수 있을 것""이라고 말했다.KB·미래·한투·한화 등 기존 운용사들이 주로 기업의 DB 적립금 위탁운용에 집중하고 있다면 NH아문디자산운용과 삼성자산운용은 오는 7월 퇴직연금 디폴트 옵션(사전지정운용제도) 시행을 정조준하며 확정기여(DC)형과 개인형퇴직연금(IRP) 자금 유치에 뛰어들었다. 디폴트 옵션이 시행되면 DC와 IRP 가입자는 미리 상품 1~2개를 지정해둘 수 있는데, OCIO펀드도 사전에 지정 가능한 상품에 포함될 수 있다.이에 NH아문디는 28일 '올바른지구 OCIO 자산배분 펀드'를 출시했다. NH아문디 관계자는 ""연기금 및 대형 법인 등의 자산을 위탁받아 운용하는 특화된 서비스인 전문 OCIO 서비스를 공모펀드로 구현했다""고 말했다.NH아문디는 OCIO펀드가 연금 투자자, 장기 투자자를 겨냥하는 만큼 투자전략 전반에 ESG(환경·책임·투명경영) 프로세스를 적용해 포트폴리오의 안정성을 높인다는 계획이다.삼성자산운용도 DB 기업뿐만 아니라 일반인도 투자할 수 있는 OCIO펀드를 오는 31일 새로 출시할 계획이다. 연 3.5% 내외의 수익률을 목표로 하는 안정형과 연 5.0% 내외의 수익률을 목표로 하는 성장형 두 종류로, 글로벌 자산배분과 저렴한 수수료 등이 강점이다."
20220328,월,한화,"""29일 정기주총, 코스피 151개사·코스닥 381개사·코넥스 44개사""상장사들의 정기주주총회가 오는 29일 집중되면서 '슈퍼 주총데이'가 열릴 전망이다.28일 한국예탁결제원에 따르면 총 576개사(코스피 151개사·코스닥 381개사·코넥스 44개사)가 오는 29일에 정기 주총을 열겠다고 밝혔다. 이번 주에만 총 1천546개사가 주총을 여는데, 29일 하루 약 37%가량이 집중된 셈이다. 30일에는 333개사, 31일 382개사가 정기 주총을 개최한다.28일 한국예탁결제원에 따르면 총 576개사(코스피 151개사·코스닥 381개사·코넥스 44개사)가 오는 29일에 정기 주총을 열겠다고 밝혔다. 사진은 16일 경기도 수원시 영통구 수원컨벤션센터에서 열린 제53기 삼성전자 정기주주총회에서 주주들이 입장하고 있는 모습. [사진=김성진 기자]코스피 상장사 가운데 두산·기아·한화·LG·DB하이텍·카카오·씨에스윈드 등이 29일 주총을 연다. 코스닥 상장사 중에서는 판타지오·코텍·안랩·예스이십사·영림원소프트랩·도이치모터스 등이 이날을 택했다.상장회사협의회와 코스닥협회 등이 예상한 주총 집중일은 지난 25일, 30일, 31일이었지만, 상장사들이 집중일을 피하려다 오히려 29일에 주총이 몰렸다는 관측이다.주총일이 특정일에 쏠리는 현상은 매해 반복되는 고질적 문제로 지목된다. 2020년 국회 입법조사처의 '상장회사 정기주총 관련 주요 쟁점과 과제' 보고서에 따르면 3월 하순(21일~31일) 주총을 여는 상장사 비중은 ▲2015년 69% ▲2016년 77% ▲2017년 86.5% ▲2018년 90.1% ▲2019년 90.4%로 해마다 증가했다.한국상장사협의회와 코스닥협회는 이 같은 문제를 해결하기 위해 주총이 몰리는 시기를 '주총 집중 예상일'로 정해 이날을 피해서 주총을 잡도록 유도하는 '주총 분산 자율 준수 프로그램'을 시행하고 있다. 하지만 주총 분산효과는 미미한 수준이다. 상장사들은 주총 전 감사보고서·사업보고서를 미리 제출해야 하고, 주총 개최 일정 등을 고려하다보니 준비 시간이 촉박해 3월 말에 몰리게 된다는 설명이다.한편 올해 4월 주총을 개최하기로 한 상장사는 미창석유공업, STX중공업 등이다. 개정 상법에 따라 작년부터 4월에도 정기 주총을 개최할 수 있게 됐다."
20220328,월,한화,"[이미지출처=연합뉴스]28일 코스피는 개인과 기관의 매수세에 장 초반 낙폭을 일부 만회하며 소폭 하락세로 장을 끝마쳤다.이날 코스피는 전 거래일 대비 0.02%(0.42포인트) 내린 2729.56으로 장을 끝마쳤다. 이날 코스피는 전 거래일 대비 0.32%(8.76포인트) 하락한 2721.22로 장을 시작해 1% 가까이 하락하는 모습을 보였지만 오후 들어선 낙폭을 축소했다.이경민 대신증권 연구원은 “장 초반에는 상하이 봉쇄 조치와 연방준비제도(Fed)의 빅스텝(50bp)인상을 반영해 코스피가 약세를 보였다”며 “장 중 중화권 증시가 낙폭을 회복하는 가운데 수급적인 측면에서 외국인 선물 순매수세와 기관의 현물 순매수가 나타나며 코스피는 낙폭을 축소하는 모습을 보였다”고 말했다.투자자동향을 보면 개인과 기관이 나란히 1943억원, 761억원어치 주식을 샀다. 반대로 외국인은 홀로 2733억원어치 주식을 팔아치웠다. 외국인은 러시아와 우크라이나 불확실성으로 원?달러 환율이 하락세를 보이자 현물 매도 규모를 키워나갔다.이날 코스피시장에선 실적을 놓고 희비가 갈리는 모습을 보였다. LG생활건강(-3.69%), 아모레퍼시픽(-1.61%) 등 화장품 업종은 실적 하락 우려로 하락세를 보였다. 반면 S-Oil은 정제마진 강세에 힘입어 하루 만에 6% 넘게 급등했다.업종별로는 보험업과 통신업이 강세를 보였다. 보험업은 금리 인상 폭이 커질 수 있다는 기대감에 힘입어 상승했는데 한화생명(4.6%), 삼성화재(3.4%), 메리츠화재(3.2%), 삼성생명(2.2%), 롯데손해보험(2.1%) 등이 강세를 보였다. 통신업 중에선 SK텔레콤이 1.75% 상승했는데 분기배당 기대감이 긍정적으로 작용했다.시가총액 상위 종목을 보면 대부분 내림세를 보였다. 삼성전자(-0.14%), LG에너지솔루션(-0.57%), NAVER(-0.45%), LG화학(-0.57%), 삼성SDI(-1.48%) 등은 하락했고 SK하이닉스, 카카오는 모두 전일과 동일한 가격으로 장을 끝마쳤다.이날 코스닥지수는 전 거래일 대비 0.81%(7.58포인트) 하락한 927.11로 장을 끝마쳤다. 투자자동향을 보면 개인 홀로 2761억원어치 규모로 주식을 샀고 외국인과 기관은 각각 885억원, 1561억원 규모로 주식을 팔아치웠다.코스닥 시가총액 상위종목도 모두 하락마감했다. 셀트리온헬스케어(-0.31%), 에코프로비엠(-2.75%), 엘앤에프(-1.30%), 펄어비스(-4.94%), 셀트리온제약(-1.82%), 위메이드(-2.62%) 등은 모두 하락했다."
20220328,월,한화,"국내 증시에서 이달 공매도 거래의 변동폭이 큰 가운데 코스닥 종목 중에서 공매도 잔고가 줄어드는 종목을 주목할 필요가 있다는 의견이 나와 주목된다.28일 삼성증권에 따르면 코스피200 종목의 경우 공매도 잔고와 주가 사이에는 뚜렷한 상관관계가 없는 것으로 나타났다.공매도가 가능한 코스피200 중에서 이달 2일부터 24일까지 공매도 잔고가 가장 많이 늘어난 종목은 SK스퀘어다. 공매도 잔고가 35만6000여주에서 149만3000여주로 319%나 늘었지만 주가는 2.77% 올랐다. 같은 기간에 공매도 잔고가 가장 많이 줄어든 한화에어로스페이스는 공매도 잔고가 11만여주에서 4만4000여주로 60% 줄었으나 주가는 소폭(-0.18%) 하락했다.하락에 베팅하는 공매도의 잔고가 늘어날 경우 주가가 내리고, 반대로 공매도한 주식을 되사는 숏커버링이 진행돼 공매도 잔고가 줄어들 경우 주가가 오를 것이란 예상이 코스피200 종목에서는 들어맞지 않은 셈이다.전균 삼성증권 연구위원은 ""공매도 잔고의 증가와 주가의 하락이 병행하는 경향을 찾기 어려운데는 공매도가 늘어나는 과정이 약세를 보이는 주가흐름에 공매도를 추가할 수도 있지만 반대로 주가가 일정 수준 이상으로 상승한 시점에서 공매도를 늘리는 경우도 존재하기 때문""이라며 ""공매도 잔고의 감소와 주가의 반등이 비례적으로 나타나지 않는 것은 공매도 잔고의 감소가 주가 하락국면에서 수익을 현실화하기 위해 이루어질 수도 있으며, 주가 반등으로 평가손실을 최소화하기 위해 진행될 수도 있기 때문""이라고 분석했다.반면 코스닥종목에서는 공매도 잔고가 줄면 주가가 오르는 등 공매도와 주가 사이에서 일정 부분 유의미한 상관관계를 보이는 것으로 나타났다.같은 기간 코스닥150 종목내 공매도 잔고가 98% 줄며 공매도 잔고 감소률이 가장 큰 하림지주는 3.8% 상승했다. 이어 공매도 잔고 감소률이 높은 와이지엔터테인먼트, JYP엔터, 에스엠은 각 5.18%, 15.35%, 5.04% 올랐다.전균 위원은 ""코스피200 종목에 비해 코스닥150 종목이 공매도 잔고 감소와 주가 반등의 패턴이 상대적으로 강하게 나타나는 것으로 확인된다""며 ""코스닥150 종목의 경우 투자전략으로서 공매도 거래가 시장변동 상황에 따라 활발하게 이뤄지는 것으로 판단돼 공매도 잔고의 감소 여부와 주가의 흐름을 주목할 필요가 있다""고 조언했다."
20220328,월,한화,"자산규모 1년 사이 2배 이상 증가증시 떠나는 젊은층 모시기 '경쟁'약세장에서 TDF가 급성장하고 있다. ⓒ게티이미지뱅크[데일리안 = 이충재 기자] 올해 약세장이 지속되는 상황에서 퇴직연금 투자에 특화된 타깃데이트펀드(TDF)가 주목을 받으며 급성장하고 있다. 특히 증권사들은 증시에서 발을 빼려는 2030세대를 타깃으로 적극적인 영업 경쟁에 나서고 있다.28일 금융투자업계에 따르면 TDF 순자산 규모는 2020년 4조7968억원에서 지난해 말 10조2028억원으로 1년 동안 2배 이상 늘었다. 2018년 말(1조3370억원)과 비교해보면 3년 만에 기하급수적으로 불어난 수준이다.TDF는 은퇴 예상 시기에 맞는 상품을 선택하면 주식과 채권 투자 비율을 가입자의 연령대에 맞춰 조절해주는 펀드다. 주식 비중이 올라가도 추후에 위험 비중을 조절하는 만큼 퇴직연금 적립금 전액을 담는 것도 가능하다. 상품명에 쓰인 숫자가 목표(은퇴) 시점이다.금융투자업계에선 미래에셋자산운용의 상품인 미래에셋전략배분TDF2025가 최근 설정액 1조원을 넘기며 변화의 바람을 몰고 왔다고 평가하고 있다. 이 상품의 설정 이후 누적 수익률은 20.93%, 3년 수익률은 21.67%, 1년 수익률은 0.03%다(클래스A 기준).현재 TDF시장에선 미래에셋운용이 2011년 '미래에셋자산배분TDF'를 시작으로 총 14개의 TDF 라인업을 구축하며 점유율 1위를 기록하고 있다. 미래에셋운용의 TDF 순자산은 2020년 말 2조1402억원에서 지난해 말 4조7610억원으로 두 배 넘게 늘었다.특히 국내 주요 자산운용사들은 2030세대를 공략하기 위해 경쟁적으로 TDF 상품 라인업을 확대하고 있다. 금융투자업계 관계자는 ""20대와 30대 투자자들이 은퇴시점을 2045년 이후로 설정한 'TDF2045'에 관심이 큰 것으로 보고, 상품 마케팅을 준비하고 있다""고 말했다.한화자산운용은 2030세대를 겨냥해 은퇴 이후 낮은 소득 대체율을 끌어올릴 수 있도록 설계된 '한화 라이프플러스(LIFEPLUS) TDF'를 전면에 내세웠고, 삼성자산운용은 은퇴 목표 시점을 2055년으로 잡은 '삼성 ETF TDF 2055'를 주력상품으로 꼽고 있다.‘미래에셋전략배분TDF2025혼합자산자투자신탁’ 3년 수익률 ⓒ미래에셋KB자산운용은 이날부터 'KB다이나믹 TDF'의 본격적인 판매에 나섰다. 핵심 포트폴리오를 글로벌 주식과 채권 상장지수펀드(ETF)로 구성했고, 위성 포트폴리오를 대체 자산과 고배당 채권 등으로 채웠다.TDF수익률도 시장에서 '검증' 받고 있는 상황이다. KB다이나믹 TDF의 경우 지난해 6월15일 펀드설정 이후 지난 24일까지 코스피 시장이 17.4% 하락하는 동안 0.47% 수익률을 기록했다. 미래에셋전략배분TDF2045의 3년 수익률은 35%에 달한다.아울러 시장에선 오는 7월 16일부터 퇴직연금에 대해 디폴트옵션(사전지정운용제도)이 시행되면서 TDF 시장이 더욱 성장할 것이라고 예상했다. 확정기여형(DC형) 퇴직연금과 개인형퇴직연금(IRP) 가입자 중 상당수가 디폴트 상품으로 TDF를 선택할 것으로 보이기 때문이다.이석희 KB자산운용 연금WM본부 상무는 ""TDF는 주식, 채권뿐 아니라 대체상품을 편입하는 적극적인 운용전략으로 주가하락기와 인플레이션 국면에서 뛰어난 성과를 보였다""며 ""운용성과가 어느 정도 검증됐다고 판단해 본격적인 판매에 나설 예정""이라고 말했다."
20220328,월,한화,"띠부띠부실(포켓몬 스티커) 재판매가 하락시 관련주 고점 전망한화證 ""주가는 품절일때 오르고 증설하면 내린다""최근 20여년만에 재출시한 '포켓몬빵'이 큰 인기를 끄는 가운데 SPC삼립, BGF리테일, GS리테일 등 관련주도 주목받고 있다.금융투자업계에서는 인기 제품을 염두한 투자시 '주가는 희소가치가 있을때 오르고 희소성이 사라질 경우 내린다'는 증시 격언을 참고할 필요가 있다는 조언이 나온다.28일 기준 포켓몬빵의 제조사인 SPC삼립 주가는 이달 들어 이날까지 6% 가량 상승했다. 각 편의점 CU와 GS25 운영사인 BGF리테일과 GS리테일은 같은 기간 3%, 6% 정도 올랐다.지난달 24일 출시한 포켓몬빵은 품절현상에 편의점 '오픈런'까지 나타나고 있으며, 포켓몬 스티커(띠부띠부실)는 당근마켓 등 중고거래 플랫폼에서 빵 가격(1500원)보다 훨씬 높은 2만~3만원에서 최대 5만원까지 거래되는 것으로 알려졌다.금융투자업계에서는 포켓몬빵 관련 투자시 허니버터칩의 사례를 참고할 필요가 있다는 조언이 나온다. 허니버터칩은 2014년 8월 출시후 역시 선풍적 인기 속에 당시에도 품절현상이 나타났다.허니버터칩의 제조사인 해태제과는 당시 비상장사로 크라운제과의 자회사였다. 허니버터칩 출시 전인 2014년7월 크라운제과(현재 크라운해태홀딩스) 주가는 현재가격 기준으로 1만1000원 전후였는데 2015년7월 4만9000원까지 1년새 4배 가량 급등했다. 이후 주가는 하향추세로 접어들었고 현재 주가는 출시 전보다 낮은 9000원대 주가에 머물러 있다.2015년 당시 증권가에서는 허니버터칩의 품귀현상이 지속되고 있다며 장밋빛 전망을 내놨다. 해태제과의 상장 가능성을 높게 점치고, 크라운제과의 실적 전망치와 목표주가도 올려 잡았다. 해태제과측도 당시 허니버터칩의 인기가 이어질 것으로 보고 공격적인 증설에 나서며 유사 제품인 '허니시리즈'(허니통통·자가비 허니마일드·허니콘팝)을 잇따라 출시했지만 경쟁제품의 출연 속에 결과는 기대 밖으로 나타났다.한화투자증권에 따르면 해태제과는 2016년 설비투자(CAPEX)를 2014년의 1.8배 수준으로 늘렸으나 매출은 10% 밖에 늘지 않았고 마진율은 오히려 떨어졌다. 즉 향후 수요가 늘어날 것으로 예상해 투자를 하며 공급물량을 확대했지만 관심이 줄어들며 실적은 물론이고 주가도 함께 내렸다는 설명이다.김수연 한화투자증권 연구원은 ""허니버터칩과 꼬북칩의 사례에서 공급이 늘면 주가는 반대로 움직였다""며 ""주가는 희소성이 있을 때 오른다""고 평가했다. 이어 그는 ""포켓몬빵은 소비 사이클의 초반에 있는 것으로 보이며 포켓몬빵의 공급은 (포켓몬빵 스티커) '띠부띠부실'의 재판매가격으로 판단할 수 있을 것""이라며 ""'띠부띠부실'의 가격이 떨어질 때 주가는 고점을 지나고 있을 것이라 생각한다""고 덧붙였다.통상 제품의 소비 사이클은 관심이 집중되는 시기를 지나 판매량이 정점을 찍고 관심이 사그라드는 것으로 마무리된다. 포켓몬빵의 경우도 과거 허니버터칩 등 인기 제품의 경우와 같은 수순을 밟아나갈 것이며, 중고시장 플랫폼에서 포켓몬빵의 관련 굿즈라고 볼 수 있는 '띠부띠부실'의 재판매가격이 내린다는 것은 결국 포켓몬빵의 공급이 늘어나고 있다는 방증이란 설명이다.포켓몬빵과 허니버터칩 사례과 조금은 다르다는 점도 참고할 필요가 있다. 허니버터칩의 경우 신제품인 반면 포켓몬빵은 재출시된 제품이고 제품 자체 외에도 스티커(띠부띠부실)의 매력이 강점으로 꼽힌다. 허니버터칩 출시후 경쟁제품이 잇따라 출시된 반면 포켓몬빵의 경우 경쟁제품이 나타날 가능성이 적다고 볼 수 있다."
20220328,월,한화,"팝스타 마돈나도 유명 NFT 거래에 나섰다. 최근 저스틴 바이버, 패리스 힐튼, 에미넴을 비롯한 영미권 스타들이 NFT 투자에 나섰다고 공개한 데 이어 이어 마돈나도 뒤늦게 합세한 것이다.25일(현지시간) 마돈나는 약 50만 달러(한화 약 6억 원)가 넘는 보어드 NFT 작품 중 하나를 손에 넣었다고 개인 인스타그램에 전했다.마돈나가 구매한 NFT는 BAYC(지루한 원숭이들의 요트클럽) 프로젝트 중 하나로 원숭이 한 마리가 그려진 디지털 작품이다. BAYC는 지난해 5월 1만 개의 컬렉션을 선보이며 출시됐다. 당시 한 NFT당 0.08ETH를 받으며 거래됐다. 현재 원숭이의 가격은 천정부지로 뛰어올라 한 마리의 가격이 낮은 것은 2억~3억 원 정도고 희귀해서 비싼 것은 30억~35억 원까지도 거래된다.마돈나가 거래한 NFT는 정확히 얼마에 거래됐는지 공개되지 않았다.다만 세계 최대 NFT 거래소 오픈씨의 거래 내용에 따르면 마돈나가 암호화폐 결제회사 문페이를 통해 NFT를 구매했다는 점, 그리고 마돈나가 인스타그램에 글을 올리기 이틀 전 해당 NFT에 대한 거래 변동명세가 기록된 점을 조합해 볼 때 추측은 가능하다.암호 화폐 전문 매체 벤징가는 마돈나가 이 NFT를 얻기 위해 최저가격보다 105%, 조정가격보다 57% 정도 더 지불했을 거라고 내다봤다. 마돈나가 구매한 BAYC 캐릭터는 '지루한 원숭이 #4988'로 지난달 16일 180이더리움에 팔린 바 있다.BAYC 컬렉션은 이처럼 높은 가격에도 흥행을 이어가고 있다.앞서 팝스타 저스틴 비버도 BAYC의 또 다른 NFT를 15억 원에 구매해 화제가 됐다. 유명인들이 거래에 합세하면서 더욱 관심을 끌고 있는 BAYC는 전 세계서 가장 가치가 높은 NFT 컬렉션 중 하나로 꼽히고 있다.한편 희소성과 소유욕을 자극한 NFT 시장은 투자자들 사이에서 큰 관심을 받고 있지만, 여전히 그 시선에는 기대와 우려가 공존한다. 희소성으로 가격이 천정부지 오르며 높은 수익률을 얻을 수 있는 투자 매개인 한편 언제 꺼질지 모르는 디지털 거품이라는 우려가 함께 제기되는 것이다.(사진=가디언지, 오픈씨)"
20220328,월,한화,"'퓨처푸드 3대 트렌드' 배양육‧대체 해산물‧발효 단백질삼정KPMG ‘미래 먹거리로 주목받는 대체식품과 투자 동향[파이낸셜뉴스] 오는 2025년 글로벌 식물성 대체식품 시장 규모가 778억 달러(한화 95조원 규모)에 달한다는 전망이 나왔다. 이에 따라 ‘퓨처푸드(Future Food)’ 시장에 대한 육가공·식음료·유통 업계의 발걸음도 빨라지고 있다.28일 삼정KPMG가 발간한 ‘미래 먹거리로 주목받는 대체식품과 투자동향’ 보고서에 따르면, 2021년 대체 단백질 분야에 대한 투자액은 전년대비 2배 이상인 99억7700만 달러, 투자 건수는 660건으로 나타났다.퓨처푸드(대체식품) 시장에 대한 투자는 2020년부터 건당 1억~5억달러 규모의 중대형 투자가 다수 진행되면서 인수·합병(M&A) 뿐만 아니라, 대체 단백질 스타트업 발굴 및 전략적 제휴 와 투자로 확산되는 추세다.삼정KPMG는 대체식품 및 대체 단백질 분야의 주요 투자 트렌드로 △배양육 △대체 해산물 △발효(Fermentation) 단백질 등을 제시했다.2021년 기준 식물성 단백질에 대한 투자는 전체 대체 단백질 투자액의 59%, 세포 배양 단백질은 30%에 달했다.동물 근육세포를 배양해 증식하는 배양육은 이스라엘의 퓨처미트(Future Meat)와 알레프팜(Aleph Farms), 미국 업사이드푸드(Upside Foods) 등이 선도하고 있다. 맛·질감 구현 기술 고도화 및 대량생산 시설을 구축하며 상용화 단계에 착수한 상태다.국내에서는 지난해 대상, CJ제일제당 등이 배양육 기술력을 보유한 기업과 업무협약을 체결하고 배양육 상업화 연구에 나섰다.수산업계에서는 생선, 새우, 랍스터 등을 대신할 대체 해산물이 주목을 받는다. 육가공 기업 타이슨푸드(Tyson Foods)는 2019년부터 투자 자회사 타이슨벤처스(Tyson Ventures)를 통해 식물성 해산물 제조업체 뉴웨이브푸드(New Wave Foods)에 수 차례 투자를 진행하고 있다.풀무원은 세포 배양을 통해 도미·참치·방어 등의 해산물 생산기술을 보유한 미국 블루날루(BlueNalu)의 시리즈 A 라운드 펀딩에 참여한 바 있으며, 세포 배양 해산물의 상용화를 위해 블루날루와 협업계획을 세웠다.발효(Fermentation) 단백질은 2021년 10억8600만 달러의 투자액을 끌어내며 전년대비 3배 가량 증가세를 기록했다. 미국의 네이처스파인드(Nature’s Fynd)는 미생물 발효 기술을 이용해 크림치즈와 대체육을 생산하는 기업으로 지난해 소프트뱅크의 투자에 국내 SK㈜가 참여한 바 있다. 발효 기술은 응용범위가 넓어 대체 단백질의 혁신 분야로 꼽힌다.향후 친환경, 건강, 지속가능성 트렌드와 맞물려 미래 먹거리 시장의 핵심기술로 관측된다. 비즈니스 측면에서는 기술확보가 우선적이다. 식물성·배양·발효 단백질 등 대체 단백질 전문 기술력을 보유한 국내외 기업과의 제휴, 투자·M&A가 주목되며, 대체식품에 대한 소비자 수용도를 높이기 위한 노력을 지속해야 한다.각종 인증을 확보하고, 체계적인 생산 설비를 구축해 대체식품의 안전성·수용도 수준을 높이고, 유통·식품 제조·외식 프랜차이즈 기업 간 전략적 파트너십을 통해 소비자 맞춤형 메뉴, 대체식품 간편식 개발 등이 제시된다.삼정KPMG 재무자문부문 천재준 상무는 “2040년에는 배양육 및 식물성 육류 등 대체육류 비중이 전체 육류 시장의 절반(60%)을 넘어설 것으로 예상되고 있다”며 “국내에서도 대체식품에 대한 수요가 지속적으로 증가할 것으로 전망되는 만큼 대체식품 시장을 선점하기 위한 비즈니스 전략을 구체화해야 할 시기”라고 강조했다.#삼정KPMG #대체육 #퓨처푸드 #배양육 #발효단백질"
